rank,place_name,search_radius_m,LINK_ID,ROAD_NAME,distance_m,MAX_SPD,LENGTH,prcn_dt,sped,trvl_hh,tfvl,ocpy_rate,speed_ratio
1,서귀포매일올레시장,500,4060042600,태평로,381.4,50,113.184774325098,20260827045000,25,18,0,0,0.5
1,서귀포매일올레시장,500,4060032302,솔동산로,384.6,30,104.518032313245,20260827045000,27,15,0,0,0.9
1,서귀포매일올레시장,500,4060031302,태평로,387.3,50,90.539934803846,20260827045000,50,7,0,0,1.0
1,서귀포매일올레시장,500,4060032401,솔동산로,387.3,30,98.429134486966,20260827045000,21,19,0,0,0.7
1,서귀포매일올레시장,500,4060078800,태평로,402.5,50,50.423863224379,20260827045000,35,6,0,0,0.7
1,서귀포매일올레시장,500,4060227500,정방로,407.7,50,118.827174558222,20260827045000,29,16,0,0,0.58
1,서귀포매일올레시장,500,4060031402,태평로,410.3,50,109.906945690173,20260827045000,39,10,0,0,0.78
1,서귀포매일올레시장,500,4060078700,태평로,412.2,50,56.341694978971,20260827045000,36,6,0,0,0.72
1,서귀포매일올레시장,500,4060227400,정방로,412.2,50,126.088449156134,20260827045000,8,60,0,0,0.16
1,서귀포매일올레시장,500,4060077503,중앙로,415.8,50,33.876305127775,20260827045000,22,6,0,0,0.44
1,서귀포매일올레시장,500,4060224200,-,417.4,40,80.253178606578,20260827045000,46,7,0,0,1.15
1,서귀포매일올레시장,500,4060031301,태평로,422.8,50,100.445930557511,20260827045000,33,13,0,0,0.66
1,서귀포매일올레시장,500,4060224300,-,422.8,40,78.662016583315,20260827045000,38,8,0,0,0.95
1,서귀포매일올레시장,500,4060031200,태평로,424.2,50,323.716135910626,20260827045000,37,33,0,0,0.74
1,서귀포매일올레시장,500,4060077401,태평로353번길,425.7,50,67.391898036645,20260827045000,16,45,0,0,0.32
1,서귀포매일올레시장,500,4060044100,태평로,426.5,50,149.368282818197,20260827045000,36,16,0,0,0.72
1,서귀포매일올레시장,500,4060043500,동부로,432.0,30,294.796354151066,20260827045000,11,99,0,0,0.36666666666666664
1,서귀포매일올레시장,500,4060143300,태평로,436.4,50,342.124468650517,20260827045000,28,44,0,0,0.56
1,서귀포매일올레시장,500,4060043400,동부로,437.3,30,317.878278407475,20260827045000,15,78,0,0,0.5
1,서귀포매일올레시장,500,4060044000,태평로,437.3,50,148.827663871627,20260827045000,33,17,0,0,0.66
1,서귀포매일올레시장,500,4060078100,소암로12번길,447.7,30,301.86098832685,20260827045000,8,139,0,0,0.26666666666666666
1,서귀포매일올레시장,500,4060078300,소암로,448.3,30,64.735163737896,20260827045000,34,8,0,0,1.1333333333333333
1,서귀포매일올레시장,500,4060241200,정방로,455.1,40,75.362674615955,20260827045000,11,29,0,0,0.275
1,서귀포매일올레시장,500,4060078200,소암로12번길,456.5,30,284.903115027386,20260827045000,11,101,0,0,0.36666666666666664
1,서귀포매일올레시장,500,4060078400,소암로,456.5,30,64.735155494654,20260827045000,31,9,0,0,1.0333333333333334
1,서귀포매일올레시장,500,4060031601,솔동산로22번길,457.3,50,100.267429633235,20260827045000,24,17,0,0,0.48
1,서귀포매일올레시장,500,4060042502,태평로442번길,457.9,50,48.328599228672,20260827045000,19,12,0,0,0.38
1,서귀포매일올레시장,500,4060031502,솔동산로22번길,462.4,50,86.578468838269,20260827045000,36,11,0,0,0.72
1,서귀포매일올레시장,500,4060042401,태평로442번길,464.1,50,53.652953810166,20260827045000,36,6,0,0,0.72
1,서귀포매일올레시장,500,4060241300,정방로,464.1,40,78.952040573936,20260827045000,42,7,0,0,1.05
1,서귀포매일올레시장,500,4060230800,중앙로72번길,481.7,50,70.866797133325,20260827045000,38,7,0,0,0.76
1,서귀포매일올레시장,500,4060228300,솔동산로10번길,483.1,50,58.239778418802,20260827045000,42,5,0,0,0.84
1,서귀포매일올레시장,500,4060230900,중앙로72번길,491.7,50,70.866792375199,20260827045000,31,8,0,0,0.62
1,서귀포매일올레시장,500,4060032402,솔동산로,495.6,40,86.713606062005,20260827045000,28,13,0,0,0.7
1,서귀포매일올레시장,500,4060228200,솔동산로10번길,495.6,50,53.76317323491,20260827045000,34,7,0,0,0.68
1,서귀포매일올레시장,500,4060032301,솔동산로,498.1,40,91.979997108138,20260827045000,27,14,0,0,0.675
1,서귀포매일올레시장,500,4060228000,솔동산로10번길,498.5,50,68.182749219356,20260827045000,29,9,0,0,0.58
2,제주국제공항,500,4050617801,-,64.2,70,32.724744378192,20260827045000,41,15,0,0,0.5857142857142857
2,제주국제공항,500,4050617901,-,76.2,70,79.949974716396,20260827045000,31,21,0,0,0.44285714285714284
2,제주국제공항,500,4050619001,공항로,131.4,70,142.13807043047,20260827045000,49,11,0,0,0.7
2,제주국제공항,500,4050619101,공항로,142.2,70,138.459566020711,20260827045000,22,26,0,0,0.3142857142857143
2,제주국제공항,500,4050618901,다호북길,246.3,60,93.691103772047,20260827045000,38,9,0,0,0.6333333333333333
2,제주국제공항,500,4050618501,다호북길,246.5,60,244.998347859247,20260827045000,38,22,0,0,0.6333333333333333
2,제주국제공항,500,4050618801,다호북길,270.6,60,94.011084986125,20260827045000,23,16,0,0,0.38333333333333336
2,제주국제공항,500,4050618401,다호북길,270.7,60,232.300448312163,20260827045000,23,35,0,0,0.38333333333333336
2,제주국제공항,500,4050618001,공항로,284.9,70,305.227045793862,20260827045000,58,38,0,0,0.8285714285714286
2,제주국제공항,500,4050618301,다호북길,399.1,60,129.870998230458,20260827045000,27,17,0,0,0.45
2,제주국제공항,500,4050618201,다호북길,402.3,60,129.765849968804,20260827045000,51,9,0,0,0.85
3,동문재래시장,500,4050339600,중앙로13길,14.2,50,89.795171540207,20260827045000,17,21,0,0,0.34
3,동문재래시장,500,4050339700,중앙로13길,26.2,50,66.914377032888,20260827045000,14,25,0,0,0.28
3,동문재래시장,500,4050339200,동문로2길,44.6,50,255.939860911769,20260827045000,43,54,0,0,0.86
3,동문재래시장,500,4050339900,중앙로13길,54.7,50,63.741668775302,20260827045000,16,51,0,0,0.32
3,동문재래시장,500,4050180702,오현길,55.1,30,178.680536903178,20260827045000,16,42,0,0,0.5333333333333333
3,동문재래시장,500,4050180701,오현길,57.6,40,144.830336164223,20260827045000,9,63,0,0,0.225
3,동문재래시장,500,4050180801,오현길,67.1,30,179.44688693535,20260827045000,11,63,0,0,0.36666666666666664
3,동문재래시장,500,4050180802,오현길,69.0,40,60.675842988573,20260827045000,25,23,0,0,0.625
3,동문재래시장,500,4050028300,중앙로,131.2,50,410.394614730759,20260827045000,37,21,0,0,0.74
3,동문재래시장,500,4050029002,중앙로,143.1,50,58.182504430141,20260827045000,40,6,0,0,0.8
3,동문재래시장,500,4050338800,중앙로12길,143.1,50,96.646370613042,20260827045000,34,11,0,0,0.68
3,동문재래시장,500,4050029001,중앙로,143.7,50,123.792690859993,20260827045000,40,12,0,0,0.8
3,동문재래시장,500,4050338900,중앙로12길,143.7,50,100.092194194444,20260827045000,41,9,0,0,0.82
3,동문재래시장,500,4050180500,성지로,146.5,50,79.073324293385,20260827045000,28,10,0,0,0.56
3,동문재래시장,500,4050181502,성지로,155.9,40,191.377364026174,20260827045000,27,26,0,0,0.675
3,동문재래시장,500,4050180600,성지로,158.5,50,79.969905300554,20260827045000,30,10,0,0,0.6
3,동문재래시장,500,4050191900,관덕로,160.3,50,200.088911631233,20260827045000,32,24,0,0,0.64
3,동문재래시장,500,4050176201,오현길,160.5,30,18.374684496917,20260827045000,28,3,0,0,0.9333333333333333
3,동문재래시장,500,4050176103,오현길,160.9,40,18.38121418904,20260827045000,30,3,0,0,0.75
3,동문재래시장,500,4050180200,중앙로14길,161.8,30,99.590357107372,20260827045000,11,154,0,0,0.36666666666666664
3,동문재래시장,500,4050181601,성지로,167.2,50,190.812711968154,20260827045000,30,23,0,0,0.6
3,동문재래시장,500,4050028400,중앙로,169.0,50,207.843794496595,20260827045000,10,79,0,0,0.2
3,동문재래시장,500,4050192000,관덕로,172.3,50,272.494231681806,20260827045000,12,64,0,0,0.24
3,동문재래시장,500,4050192300,관덕로,173.6,60,56.010535660826,20260827045000,31,8,0,0,0.5166666666666667
3,동문재래시장,500,4050178900,성지로,178.9,50,251.716772853895,20260827045000,10,96,0,0,0.2
3,동문재래시장,500,4050176202,오현길,190.9,40,61.956130334002,20260827045000,28,9,0,0,0.7
3,동문재래시장,500,4050179000,성지로,190.9,50,255.392923704701,20260827045000,36,26,0,0,0.72
3,동문재래시장,500,4050339800,중앙로13길,203.6,50,60.549502540586,20260827045000,8,101,0,0,0.16
3,동문재래시장,500,4050189900,관덕로,210.1,50,423.552134674582,20260827045000,29,54,0,0,0.58
3,동문재래시장,500,4050193001,중앙로,212.1,50,183.681328739204,20260827045000,41,17,0,0,0.82
3,동문재래시장,500,4050190000,관덕로,219.6,60,426.99314675129,20260827045000,29,54,0,0,0.48333333333333334
3,동문재래시장,500,4050192902,중앙로,219.6,50,182.898299145686,20260827045000,27,26,0,0,0.54
3,동문재래시장,500,4050191201,동문로,223.3,50,97.026949998974,20260827045000,32,12,0,0,0.64
3,동문재래시장,500,4050192202,산지로,226.5,50,124.279091407641,20260827045000,30,15,0,0,0.6
3,동문재래시장,500,4050176102,오현길,230.8,40,23.656045533936,20260827045000,31,8,0,0,0.775
3,동문재래시장,500,4050192101,산지로,234.7,30,113.635199858377,20260827045000,23,20,0,0,0.7666666666666667
3,동문재래시장,500,4050191102,동문로,243.5,50,80.140016597386,20260827045000,36,10,0,0,0.72
3,동문재래시장,500,4050339400,중앙로19길,252.3,10,75.953985873172,20260827045000,53,15,0,0,5.3
3,동문재래시장,500,4050340100,동문로6길,254.9,50,110.259810932738,20260827045000,15,28,0,0,0.3
3,동문재래시장,500,4050317300,동문로6길,255.4,50,31.214585279873,20260827045000,2,77,0,0,0.04
3,동문재래시장,500,4050176203,오현길,264.4,40,74.219987701256,20260827045000,27,11,0,0,0.675
3,동문재래시장,500,4050176101,오현길,266.1,30,74.138170836325,20260827045000,30,10,0,0,1.0
3,동문재래시장,500,4050340000,동문로6길,266.7,50,25.636143610231,20260827045000,40,10,0,0,0.8
3,동문재래시장,500,4050317200,동문로6길,267.2,50,31.214585279873,20260827045000,14,11,0,0,0.28
3,동문재래시장,500,4050340200,동문로6길,267.3,50,45.934126179897,20260827045000,20,10,0,0,0.4
3,동문재래시장,500,4050340400,동문로8길,274.7,40,114.45170219126,20260827045000,31,13,0,0,0.775
3,동문재래시장,500,4050340300,동문로6길,278.5,50,46.101013775229,20260827045000,17,12,0,0,0.34
3,동문재래시장,500,4050340500,동문로8길,278.5,40,114.430670456654,20260827045000,13,33,0,0,0.325
3,동문재래시장,500,4050181501,성지로,297.7,50,217.196096032433,20260827045000,27,30,0,0,0.54
3,동문재래시장,500,4050181602,성지로,303.5,40,219.312148561709,20260827045000,28,29,0,0,0.7
3,동문재래시장,500,4050342800,만덕로6길,304.9,50,110.960566333879,20260827045000,17,26,0,0,0.34
3,동문재래시장,500,4050191202,동문로,308.5,60,102.464998253996,20260827045000,35,11,0,0,0.5833333333333334
3,동문재래시장,500,4050191101,동문로,314.8,60,101.896973308692,20260827045000,31,12,0,0,0.5166666666666667
3,동문재래시장,500,4050342900,만덕로6길,314.8,50,46.306136239029,20260827045000,7,68,0,0,0.14
3,동문재래시장,500,4050027702,중앙로,332.5,50,103.663313201436,20260827045000,34,12,0,0,0.68
3,동문재래시장,500,4050177800,남성로,333.2,30,318.58364883157,20260827045000,18,65,0,0,0.6
3,동문재래시장,500,4050175400,중앙로21길,338.2,30,47.407294927027,20260827045000,26,26,0,0,0.8666666666666667
3,동문재래시장,500,4050027801,중앙로,342.8,50,191.640859217674,20260827045000,35,12,0,0,0.7
3,동문재래시장,500,4050177700,남성로,342.8,30,316.145972605051,20260827045000,5,236,0,0,0.16666666666666666
3,동문재래시장,500,4050173000,오현길,350.6,30,114.829373305787,20260827045000,24,60,0,0,0.8
3,동문재래시장,500,4050192102,산지로,357.9,50,54.702837241654,20260827045000,34,6,0,0,0.68
3,동문재래시장,500,4050192201,산지로,360.7,30,50.427471946023,20260827045000,36,6,0,0,1.2
3,동문재래시장,500,4050340900,중앙로7길,362.1,30,65.523250863993,20260827045000,41,22,0,0,1.3666666666666667
3,동문재래시장,500,4050339500,중앙로19길,363.1,10,38.435381933772,20260827045000,67,12,0,0,6.7
3,동문재래시장,500,4050193002,중앙로,388.4,60,57.324281787809,20260827045000,41,6,0,0,0.6833333333333333
3,동문재래시장,500,4050192901,중앙로,391.9,60,59.064723806701,20260827045000,30,8,0,0,0.5
3,동문재래시장,500,4050340700,중앙로8길,391.9,30,65.590766567458,20260827045000,42,13,0,0,1.4
3,동문재래시장,500,4050027701,중앙로,392.8,50,73.165440153909,20260827045000,34,9,0,0,0.68
3,동문재래시장,500,4050340800,중앙로7길,394.6,30,24.727541580513,20260827045000,31,27,0,0,1.0333333333333334
3,동문재래시장,500,4050340600,중앙로8길,397.3,30,92.962195716459,20260827045000,53,11,0,0,1.7666666666666666
3,동문재래시장,500,4050191400,동문로,400.4,50,175.044945207092,20260827045000,13,50,0,0,0.26
3,동문재래시장,500,4050191300,동문로,404.8,50,176.060494815701,20260827045000,36,18,0,0,0.72
3,동문재래시장,500,4050201400,중앙로7길,405.6,50,20.824774426948,20260827045000,33,2,0,0,0.66
3,동문재래시장,500,4050200400,관덕로17길,409.9,30,21.441054990207,20260827045000,12,8,0,0,0.4
3,동문재래시장,500,4050201300,중앙로7길,416.6,50,25.887481514874,20260827045000,30,3,0,0,0.6
3,동문재래시장,500,4050341300,관덕로15길,420.0,40,67.541173178105,20260827045000,20,23,0,0,0.5
3,동문재래시장,500,4050175300,중앙로21길,420.8,30,40.410871487521,20260827045000,20,33,0,0,0.6666666666666666
3,동문재래시장,500,4050200300,관덕로17길,421.8,30,21.579257108339,20260827045000,15,6,0,0,0.5
3,동문재래시장,500,4050200600,산지로,422.9,60,10.923898160273,20260827045000,36,2,0,0,0.6
3,동문재래시장,500,4050200500,산지로,424.2,60,10.922625534241,20260827045000,27,2,0,0,0.45
3,동문재래시장,500,4050349700,중앙로5길,427.7,40,67.815766558192,20260827045000,41,16,0,0,1.025
3,동문재래시장,500,4050349600,중앙로5길,430.7,40,109.734077123091,20260827045000,33,20,0,0,0.825
3,동문재래시장,500,4050341000,관덕로15길,431.3,50,87.423523029233,20260827045000,43,7,0,0,0.86
3,동문재래시장,500,4050341100,관덕로15길,432.0,50,87.83182375603,20260827045000,33,10,0,0,0.66
3,동문재래시장,500,4050193801,만덕로4길,435.0,60,165.032619491957,20260827045000,26,39,0,0,0.43333333333333335
3,동문재래시장,500,4050341200,관덕로15길,441.9,40,57.122893259187,20260827045000,30,15,0,0,0.75
3,동문재래시장,500,4050201600,산지로,445.9,50,250.026822868694,20260827045000,28,33,0,0,0.56
3,동문재래시장,500,4050201500,산지로,447.1,50,52.075122710349,20260827045000,35,26,0,0,0.7
3,동문재래시장,500,4050026700,중앙로,448.1,50,364.498477197521,20260827045000,45,10,0,0,0.9
3,동문재래시장,500,4050205000,중앙로,454.6,50,127.576560234789,20260827045000,4,126,0,0,0.08
3,동문재래시장,500,4050027201,중앙로,456.8,50,239.920957904421,20260827045000,22,40,0,0,0.44
3,동문재래시장,500,4050204800,북성로,459.5,50,50.078469600677,20260827045000,23,23,0,0,0.46
3,동문재래시장,500,4050204900,중앙로,459.5,50,129.445559984624,20260827045000,36,14,0,0,0.72
3,동문재래시장,500,4050204700,북성로,473.8,30,89.787741588658,20260827045000,17,31,0,0,0.5666666666666667
4,성산일출봉,500,4060526500,일출로,51.4,30,112.238947433253,20260827045000,11,39,0,0,0.36666666666666664
4,성산일출봉,500,4060526600,일출로,85.8,30,66.595407586738,20260827045000,13,33,0,0,0.43333333333333335
4,성산일출봉,500,4060526700,일출로,151.9,30,168.904617035375,20260827045000,17,40,0,0,0.5666666666666667
4,성산일출봉,500,4060525600,일출로,163.5,30,117.088484360328,20260827045000,30,60,0,0,1.0
4,성산일출봉,500,4060526800,일출로,163.7,30,157.984738580366,20260827045000,36,16,0,0,1.2
4,성산일출봉,500,4060526900,한도로,288.3,30,304.523942923155,20260827045000,27,63,0,0,0.9
4,성산일출봉,500,4060525700,성산중앙로,296.9,30,395.009304637138,20260827045000,46,40,0,0,1.5333333333333334
4,성산일출봉,500,4060527000,한도로,301.0,30,436.898055761463,20260827045000,27,58,0,0,0.9
4,성산일출봉,500,4060525500,일출로,301.8,30,223.843584117163,20260827045000,26,70,0,0,0.8666666666666667
4,성산일출봉,500,4060273600,성산등용로,303.8,50,58.032430241998,20260827045000,35,30,0,0,0.7
4,성산일출봉,500,4060525800,성산중앙로,305.1,30,97.277189408099,20260827045000,26,72,0,0,0.8666666666666667
4,성산일출봉,500,4060274700,일출로,474.4,60,446.005404781501,20260827045000,32,101,0,0,0.5333333333333333
5,함덕해수욕장,500,4050604900,조함해안로,0.9,30,102.99311313506,20260827045000,17,25,0,0,0.5666666666666667
5,함덕해수욕장,500,4050604800,조함해안로,14.0,30,111.090576480279,20260827045000,19,22,0,0,0.6333333333333333
5,함덕해수욕장,500,4050603000,함덕13길,50.7,30,149.579970236855,20260827045000,16,36,0,0,0.5333333333333333
5,함덕해수욕장,500,4050605100,조함해안로,54.8,30,173.325103750549,20260827045000,20,32,0,0,0.6666666666666666
5,함덕해수욕장,500,4050602500,-,63.9,30,180.313678855718,20260827045000,16,43,0,0,0.5333333333333333
5,함덕해수욕장,500,4050603100,함덕13길,65.7,30,141.434740349078,20260827045000,17,34,0,0,0.5666666666666667
5,함덕해수욕장,500,4050604700,조함해안로,73.7,30,42.396741990386,20260827045000,18,10,0,0,0.6
5,함덕해수욕장,500,4050602400,-,75.0,30,187.614997056018,20260827045000,8,88,0,0,0.26666666666666666
5,함덕해수욕장,500,4050604600,조함해안로,75.0,30,42.396741990457,20260827045000,5,36,0,0,0.16666666666666666
5,함덕해수욕장,500,4050604100,함덕로,116.9,30,105.01903617224,20260827045000,20,20,0,0,0.6666666666666666
5,함덕해수욕장,500,4050604500,조함해안로,133.7,30,142.933191538661,20260827045000,18,32,0,0,0.6
5,함덕해수욕장,500,4050604000,함덕로,134.4,30,90.311857451498,20260827045000,21,18,0,0,0.7
5,함덕해수욕장,500,4050604400,조함해안로,134.4,30,147.27175923266,20260827045000,23,25,0,0,0.7666666666666667
5,함덕해수욕장,500,4050605000,조함해안로,167.4,30,63.936676126176,20260827045000,15,44,0,0,0.5
5,함덕해수욕장,500,4050602600,신북로,175.1,30,128.430248252166,20260827045000,13,37,0,0,0.43333333333333335
5,함덕해수욕장,500,4050602800,신북로,183.1,30,36.436852853015,20260827045000,10,15,0,0,0.3333333333333333
5,함덕해수욕장,500,4050602700,신북로,188.1,30,85.018721003527,20260827045000,24,20,0,0,0.8
5,함덕해수욕장,500,4050599600,함덕18길,188.1,30,204.484983990589,20260827045000,21,49,0,0,0.7
5,함덕해수욕장,500,4050603200,신북로,193.9,30,115.434847230854,20260827045000,12,37,0,0,0.4
5,함덕해수욕장,500,4050602900,신북로,195.8,30,36.436852853019,20260827045000,16,9,0,0,0.5333333333333333
5,함덕해수욕장,500,4050599700,함덕18길,200.5,30,223.389746168262,20260827045000,24,41,0,0,0.8
5,함덕해수욕장,500,4050602300,함덕19길,202.6,30,211.087518503931,20260827045000,10,81,0,0,0.3333333333333333
5,함덕해수욕장,500,4050603300,신북로,206.0,30,111.996769904442,20260827045000,16,27,0,0,0.5333333333333333
5,함덕해수욕장,500,4050601500,신북로,208.3,30,85.012079095359,20260827045000,24,13,0,0,0.8
5,함덕해수욕장,500,4050601400,신북로,212.9,30,62.693373166143,20260827045000,14,23,0,0,0.4666666666666667
5,함덕해수욕장,500,4050602200,함덕19길,212.9,30,52.179501056391,20260827045000,14,61,0,0,0.4666666666666667
5,함덕해수욕장,500,4050601000,함덕로,225.0,30,356.532106852815,20260827045000,20,65,0,0,0.6666666666666666
5,함덕해수욕장,500,4050601100,함덕로,226.5,30,341.638511923897,20260827045000,11,116,0,0,0.36666666666666664
5,함덕해수욕장,500,4050603400,조함해안로,231.0,30,95.756233699328,20260827045000,6,64,0,0,0.2
5,함덕해수욕장,500,4050605200,조함해안로,239.5,50,479.250473085297,20260827045000,18,385,0,0,0.36
5,함덕해수욕장,500,4050603500,조함해안로,242.5,30,93.94329300771,20260827045000,9,43,0,0,0.3
5,함덕해수욕장,500,4050599500,함덕20길,267.7,30,74.459754418953,20260827045000,25,16,0,0,0.8333333333333334
5,함덕해수욕장,500,4050600600,신북로,268.6,30,282.979396078828,20260827045000,30,34,0,0,1.0
5,함덕해수욕장,500,4050599400,함덕20길,277.0,30,105.821327278248,20260827045000,19,21,0,0,0.6333333333333333
5,함덕해수욕장,500,4050600700,신북로,277.0,30,291.307281180373,20260827045000,24,44,0,0,0.8
5,함덕해수욕장,500,4050263800,조함해안로,281.2,50,213.130208975951,20260827045000,19,67,0,0,0.38
5,함덕해수욕장,500,4050603600,신북로,281.6,50,101.376076025559,20260827045000,17,24,0,0,0.34
